|dates|Webster_Louisiana_UnitedStates.JHU_ConfirmedCases.data|Webster_Louisiana_UnitedStates.JHU_ConfirmedCases.missing|Webster_Louisiana_UnitedStates.JHU_ConfirmedDeaths.data|Webster_Louisiana_UnitedStates.JHU_ConfirmedDeaths.missing|Webster_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.data|Webster_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|113.0|0|5.0|0|0.0|0
0|2020-05-18|117.0|0|5.0|0|0.0|0
0|2020-05-19|119.0|0|5.0|0|0.0|0
0|2020-05-20|119.0|0|5.0|0|0.0|0
0|2020-05-21|126.0|0|5.0|0|0.0|0
0|2020-05-22|126.0|0|5.0|0|0.0|0
0|2020-05-23|126.0|0|5.0|0|0.0|0
