|dates|Umatilla_Oregon_UnitedStates.JHU_ConfirmedCases.data|Umatilla_Oregon_UnitedStates.JHU_ConfirmedCases.missing|Umatilla_Oregon_UnitedStates.JHU_ConfirmedDeaths.data|Umatilla_Oregon_UnitedStates.JHU_ConfirmedDeaths.missing|Umatilla_Oregon_UnitedStates.JHU_ConfirmedRecoveries.data|Umatilla_Oregon_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|112.0|0|3.0|0|0.0|0
0|2020-05-28|112.0|0|3.0|0|0.0|0
0|2020-05-29|112.0|0|3.0|0|0.0|0
0|2020-05-30|112.0|0|3.0|0|0.0|0
