|dates|Noxubee_Mississippi_UnitedStates.JHU_ConfirmedCases.data|Noxubee_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|Noxubee_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|Noxubee_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|Noxubee_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|Noxubee_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|118.0|0|2.0|0|0.0|0
0|2020-05-15|132.0|0|2.0|0|0.0|0
0|2020-05-16|132.0|0|2.0|0|0.0|0
