|dates|Yellowstone_Montana_UnitedStates.JHU_ConfirmedCases.data|Yellowstone_Montana_UnitedStates.JHU_ConfirmedCases.missing|Yellowstone_Montana_UnitedStates.JHU_ConfirmedDeaths.data|Yellowstone_Montana_UnitedStates.JHU_ConfirmedDeaths.missing|Yellowstone_Montana_UnitedStates.JHU_ConfirmedRecoveries.data|Yellowstone_Montana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|85.0|0|2.0|0|0.0|0
0|2020-05-18|86.0|0|2.0|0|0.0|0
0|2020-05-19|87.0|0|2.0|0|0.0|0
0|2020-05-20|87.0|0|2.0|0|0.0|0
0|2020-05-21|88.0|0|2.0|0|0.0|0
0|2020-05-22|88.0|0|2.0|0|0.0|0
0|2020-05-23|88.0|0|2.0|0|0.0|0
