|dates|AnneArundel_Maryland_UnitedStates.JHU_ConfirmedCases.data|AnneArundel_Maryland_UnitedStates.JHU_ConfirmedCases.missing|AnneArundel_Maryland_UnitedStates.JHU_ConfirmedDeaths.data|AnneArundel_Maryland_UnitedStates.JHU_ConfirmedDeaths.missing|AnneArundel_Maryland_UnitedStates.JHU_ConfirmedRecoveries.data|AnneArundel_Maryland_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|3307.0|0|153.0|0|0.0|0
0|2020-05-25|3357.0|0|157.0|0|0.0|0
0|2020-05-26|3357.0|0|157.0|0|0.0|0
