|dates|Pierce_Washington_UnitedStates.JHU_ConfirmedCases.data|Pierce_Washington_UnitedStates.JHU_ConfirmedCases.missing|Pierce_Washington_UnitedStates.JHU_ConfirmedDeaths.data|Pierce_Washington_UnitedStates.JHU_ConfirmedDeaths.missing|Pierce_Washington_UnitedStates.JHU_ConfirmedRecoveries.data|Pierce_Washington_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|1680.0|0|62.0|0|0.0|0
0|2020-05-18|1687.0|0|62.0|0|0.0|0
0|2020-05-19|1704.0|0|64.0|0|0.0|0
0|2020-05-20|1716.0|0|68.0|0|0.0|0
0|2020-05-21|1719.0|0|69.0|0|0.0|0
0|2020-05-22|1728.0|0|69.0|0|0.0|0
0|2020-05-23|1728.0|0|69.0|0|0.0|0
