|dates|Lebanon_Pennsylvania_UnitedStates.JHU_ConfirmedCases.data|Lebanon_Pennsylvania_UnitedStates.JHU_ConfirmedCases.missing|Lebanon_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.data|Lebanon_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.missing|Lebanon_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.data|Lebanon_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|874.0|0|19.0|0|0.0|0
0|2020-05-18|877.0|0|21.0|0|0.0|0
0|2020-05-19|880.0|0|24.0|0|0.0|0
0|2020-05-20|885.0|0|24.0|0|0.0|0
0|2020-05-21|887.0|0|24.0|0|0.0|0
0|2020-05-22|892.0|0|24.0|0|0.0|0
0|2020-05-23|892.0|0|24.0|0|0.0|0
