|dates|Gray_Kansas_UnitedStates.JHU_ConfirmedCases.data|Gray_Kansas_UnitedStates.JHU_ConfirmedCases.missing|Gray_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|Gray_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|Gray_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|Gray_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|22.0|0|0.0|0|0.0|0
0|2020-05-28|22.0|0|0.0|0|0.0|0
0|2020-05-29|22.0|0|0.0|0|0.0|0
0|2020-05-30|22.0|0|0.0|0|0.0|0
