|dates|Halifax_Virginia_UnitedStates.JHU_ConfirmedCases.data|Halifax_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Halifax_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Halifax_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Halifax_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Halifax_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|29.0|0|0.0|0|0.0|0
0|2020-05-25|29.0|0|0.0|0|0.0|0
0|2020-05-26|29.0|0|0.0|0|0.0|0
