|dates|Tulsa_Oklahoma_UnitedStates.JHU_ConfirmedCases.data|Tulsa_Oklahoma_UnitedStates.JHU_ConfirmedCases.missing|Tulsa_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.data|Tulsa_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.missing|Tulsa_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.data|Tulsa_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|743.0|0|37.0|0|0.0|0
0|2020-05-15|752.0|0|37.0|0|0.0|0
0|2020-05-16|752.0|0|37.0|0|0.0|0
