|dates|Bingham_Idaho_UnitedStates.JHU_ConfirmedCases.data|Bingham_Idaho_UnitedStates.JHU_ConfirmedCases.missing|Bingham_Idaho_UnitedStates.JHU_ConfirmedDeaths.data|Bingham_Idaho_UnitedStates.JHU_ConfirmedDeaths.missing|Bingham_Idaho_UnitedStates.JHU_ConfirmedRecoveries.data|Bingham_Idaho_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|6.0|0|0.0|0|0.0|0
0|2020-05-25|6.0|0|0.0|0|0.0|0
0|2020-05-26|6.0|0|0.0|0|0.0|0
