|dates|Walker_Georgia_UnitedStates.JHU_ConfirmedCases.data|Walker_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Walker_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Walker_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Walker_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Walker_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|74.0|0|0.0|0|0.0|0
0|2020-05-18|74.0|0|0.0|0|0.0|0
0|2020-05-19|76.0|0|0.0|0|0.0|0
0|2020-05-20|81.0|0|0.0|0|0.0|0
0|2020-05-21|84.0|0|0.0|0|0.0|0
0|2020-05-22|94.0|0|0.0|0|0.0|0
0|2020-05-23|94.0|0|0.0|0|0.0|0
