|dates|Galax_Virginia_UnitedStates.JHU_ConfirmedCases.data|Galax_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Galax_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Galax_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Galax_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Galax_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|80.0|0|0.0|0|0.0|0
0|2020-05-18|82.0|0|0.0|0|0.0|0
0|2020-05-19|82.0|0|0.0|0|0.0|0
0|2020-05-20|82.0|0|0.0|0|0.0|0
0|2020-05-21|82.0|0|0.0|0|0.0|0
0|2020-05-22|85.0|0|0.0|0|0.0|0
0|2020-05-23|85.0|0|0.0|0|0.0|0
