|dates|Northumberland_Pennsylvania_UnitedStates.JHU_ConfirmedCases.data|Northumberland_Pennsylvania_UnitedStates.JHU_ConfirmedCases.missing|Northumberland_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.data|Northumberland_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.missing|Northumberland_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.data|Northumberland_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|141.0|0|0.0|0|0.0|0
0|2020-05-18|143.0|0|1.0|0|0.0|0
0|2020-05-19|145.0|0|2.0|0|0.0|0
0|2020-05-20|150.0|0|2.0|0|0.0|0
0|2020-05-21|150.0|0|2.0|0|0.0|0
0|2020-05-22|155.0|0|2.0|0|0.0|0
0|2020-05-23|155.0|0|2.0|0|0.0|0
