|dates|Jessamine_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Jessamine_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Jessamine_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Jessamine_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Jessamine_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Jessamine_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|50.0|0|0.0|0|0.0|0
0|2020-05-18|52.0|0|0.0|0|0.0|0
0|2020-05-19|51.0|0|0.0|0|0.0|0
0|2020-05-20|51.0|0|0.0|0|0.0|0
0|2020-05-21|50.0|0|0.0|0|0.0|0
0|2020-05-22|50.0|0|0.0|0|0.0|0
0|2020-05-23|50.0|0|0.0|0|0.0|0
