|dates|Meade_Kansas_UnitedStates.JHU_ConfirmedCases.data|Meade_Kansas_UnitedStates.JHU_ConfirmedCases.missing|Meade_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|Meade_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|Meade_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|Meade_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|24.0|0|0.0|0|0.0|0
0|2020-05-25|24.0|0|0.0|0|0.0|0
0|2020-05-26|24.0|0|0.0|0|0.0|0
