|dates|Alamance_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Alamance_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Alamance_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Alamance_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Alamance_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Alamance_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|278.0|0|20.0|0|0.0|0
0|2020-05-25|278.0|0|20.0|0|0.0|0
0|2020-05-26|278.0|0|20.0|0|0.0|0
