|dates|VirginiaBeach_Virginia_UnitedStates.JHU_ConfirmedCases.data|VirginiaBeach_Virginia_UnitedStates.JHU_ConfirmedCases.missing|VirginiaBeach_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|VirginiaBeach_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|VirginiaBeach_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|VirginiaBeach_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|646.0|0|22.0|0|0.0|0
0|2020-05-28|646.0|0|22.0|0|0.0|0
0|2020-05-29|646.0|0|22.0|0|0.0|0
0|2020-05-30|646.0|0|22.0|0|0.0|0
