|dates|Pickaway_Ohio_UnitedStates.JHU_ConfirmedCases.data|Pickaway_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Pickaway_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Pickaway_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Pickaway_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Pickaway_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|2046.0|0|35.0|0|0.0|0
0|2020-05-28|2046.0|0|35.0|0|0.0|0
0|2020-05-29|2046.0|0|35.0|0|0.0|0
0|2020-05-30|2046.0|0|35.0|0|0.0|0
