|dates|Collin_Texas_UnitedStates.JHU_ConfirmedCases.data|Collin_Texas_UnitedStates.JHU_ConfirmedCases.missing|Collin_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Collin_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Collin_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Collin_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|1016.0|0|31.0|0|0.0|0
0|2020-05-18|1028.0|0|31.0|0|0.0|0
0|2020-05-19|1047.0|0|31.0|0|0.0|0
0|2020-05-20|1073.0|0|31.0|0|0.0|0
0|2020-05-21|1090.0|0|31.0|0|0.0|0
0|2020-05-22|1090.0|0|31.0|0|0.0|0
0|2020-05-23|1090.0|0|31.0|0|0.0|0
