|dates|Unassigned_Tennessee_UnitedStates.JHU_ConfirmedCases.data|Unassigned_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|Unassigned_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|Unassigned_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|Unassigned_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|Unassigned_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|30.0|0|1.0|0|0.0|0
0|2020-05-18|114.0|0|1.0|0|0.0|0
0|2020-05-19|114.0|0|1.0|0|0.0|0
0|2020-05-20|114.0|0|1.0|0|0.0|0
0|2020-05-21|97.0|0|0.0|0|0.0|0
0|2020-05-22|105.0|0|0.0|0|0.0|0
0|2020-05-23|105.0|0|0.0|0|0.0|0
