|dates|Cole_Missouri_UnitedStates.JHU_ConfirmedCases.data|Cole_Missouri_UnitedStates.JHU_ConfirmedCases.missing|Cole_Missouri_UnitedStates.JHU_ConfirmedDeaths.data|Cole_Missouri_UnitedStates.JHU_ConfirmedDeaths.missing|Cole_Missouri_UnitedStates.JHU_ConfirmedRecoveries.data|Cole_Missouri_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|59.0|0|1.0|0|0.0|0
0|2020-05-25|60.0|0|1.0|0|0.0|0
0|2020-05-26|60.0|0|1.0|0|0.0|0
