|dates|Claiborne_Mississippi_UnitedStates.JHU_ConfirmedCases.data|Claiborne_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|Claiborne_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|Claiborne_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|Claiborne_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|Claiborne_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|64.0|0|2.0|0|0.0|0
0|2020-05-28|64.0|0|2.0|0|0.0|0
0|2020-05-29|64.0|0|2.0|0|0.0|0
0|2020-05-30|64.0|0|2.0|0|0.0|0
