|dates|Clay_Arkansas_UnitedStates.JHU_ConfirmedCases.data|Clay_Arkansas_UnitedStates.JHU_ConfirmedCases.missing|Clay_Arkansas_UnitedStates.JHU_ConfirmedDeaths.data|Clay_Arkansas_UnitedStates.JHU_ConfirmedDeaths.missing|Clay_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.data|Clay_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|4.0|0|0.0|0|0.0|0
0|2020-05-28|4.0|0|0.0|0|0.0|0
0|2020-05-29|4.0|0|0.0|0|0.0|0
0|2020-05-30|4.0|0|0.0|0|0.0|0
