|dates|Bourbon_Kansas_UnitedStates.JHU_ConfirmedCases.data|Bourbon_Kansas_UnitedStates.JHU_ConfirmedCases.missing|Bourbon_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|Bourbon_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|Bourbon_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|Bourbon_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|7.0|0|1.0|0|0.0|0
0|2020-05-28|7.0|0|1.0|0|0.0|0
0|2020-05-29|7.0|0|1.0|0|0.0|0
0|2020-05-30|7.0|0|1.0|0|0.0|0
