|dates|Grafton_NewHampshire_UnitedStates.JHU_ConfirmedCases.data|Grafton_NewHampshire_UnitedStates.JHU_ConfirmedCases.missing|Grafton_NewHampshire_UnitedStates.JHU_ConfirmedDeaths.data|Grafton_NewHampshire_UnitedStates.JHU_ConfirmedDeaths.missing|Grafton_NewHampshire_UnitedStates.JHU_ConfirmedRecoveries.data|Grafton_NewHampshire_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|69.0|0|1.0|0|0.0|0
0|2020-05-25|69.0|0|1.0|0|0.0|0
0|2020-05-26|69.0|0|1.0|0|0.0|0
