|dates|Echols_Georgia_UnitedStates.JHU_ConfirmedCases.data|Echols_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Echols_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Echols_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Echols_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Echols_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|61.0|0|0.0|0|0.0|0
0|2020-05-25|62.0|0|0.0|0|0.0|0
0|2020-05-26|62.0|0|0.0|0|0.0|0
