|dates|Phillips_Arkansas_UnitedStates.JHU_ConfirmedCases.data|Phillips_Arkansas_UnitedStates.JHU_ConfirmedCases.missing|Phillips_Arkansas_UnitedStates.JHU_ConfirmedDeaths.data|Phillips_Arkansas_UnitedStates.JHU_ConfirmedDeaths.missing|Phillips_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.data|Phillips_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|4.0|0|1.0|0|0.0|0
0|2020-05-15|4.0|0|1.0|0|0.0|0
0|2020-05-16|4.0|0|1.0|0|0.0|0
