|dates|Baker_Georgia_UnitedStates.JHU_ConfirmedCases.data|Baker_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Baker_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Baker_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Baker_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Baker_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|33.0|0|2.0|0|0.0|0
0|2020-05-18|33.0|0|2.0|0|0.0|0
0|2020-05-19|32.0|0|2.0|0|0.0|0
0|2020-05-20|32.0|0|2.0|0|0.0|0
0|2020-05-21|32.0|0|1.0|0|0.0|0
0|2020-05-22|32.0|0|1.0|0|0.0|0
0|2020-05-23|32.0|0|1.0|0|0.0|0
