|dates|Anoka_Minnesota_UnitedStates.JHU_ConfirmedCases.data|Anoka_Minnesota_UnitedStates.JHU_ConfirmedCases.missing|Anoka_Minnesota_UnitedStates.JHU_ConfirmedDeaths.data|Anoka_Minnesota_UnitedStates.JHU_ConfirmedDeaths.missing|Anoka_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.data|Anoka_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|678.0|0|35.0|0|0.0|0
0|2020-05-15|726.0|0|38.0|0|0.0|0
0|2020-05-16|726.0|0|38.0|0|0.0|0
