|dates|Essex_Massachusetts_UnitedStates.JHU_ConfirmedCases.data|Essex_Massachusetts_UnitedStates.JHU_ConfirmedCases.missing|Essex_Massachusetts_UnitedStates.JHU_ConfirmedDeaths.data|Essex_Massachusetts_UnitedStates.JHU_ConfirmedDeaths.missing|Essex_Massachusetts_UnitedStates.JHU_ConfirmedRecoveries.data|Essex_Massachusetts_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|13778.0|0|878.0|0|0.0|0
0|2020-05-28|13778.0|0|878.0|0|0.0|0
0|2020-05-29|13778.0|0|878.0|0|0.0|0
0|2020-05-30|13778.0|0|878.0|0|0.0|0
