|dates|Madison_Ohio_UnitedStates.JHU_ConfirmedCases.data|Madison_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Madison_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Madison_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Madison_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Madison_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|144.0|0|7.0|0|0.0|0
0|2020-05-28|144.0|0|7.0|0|0.0|0
0|2020-05-29|144.0|0|7.0|0|0.0|0
0|2020-05-30|144.0|0|7.0|0|0.0|0
