|dates|Madison_Idaho_UnitedStates.JHU_ConfirmedCases.data|Madison_Idaho_UnitedStates.JHU_ConfirmedCases.missing|Madison_Idaho_UnitedStates.JHU_ConfirmedDeaths.data|Madison_Idaho_UnitedStates.JHU_ConfirmedDeaths.missing|Madison_Idaho_UnitedStates.JHU_ConfirmedRecoveries.data|Madison_Idaho_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|18.0|0|0.0|0|0.0|0
0|2020-05-15|18.0|0|0.0|0|0.0|0
0|2020-05-16|18.0|0|0.0|0|0.0|0
