|dates|Buckingham_Virginia_UnitedStates.JHU_ConfirmedCases.data|Buckingham_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Buckingham_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Buckingham_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Buckingham_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Buckingham_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|411.0|0|2.0|0|0.0|0
0|2020-05-18|417.0|0|2.0|0|0.0|0
0|2020-05-19|419.0|0|2.0|0|0.0|0
0|2020-05-20|419.0|0|2.0|0|0.0|0
0|2020-05-21|438.0|0|2.0|0|0.0|0
0|2020-05-22|439.0|0|2.0|0|0.0|0
0|2020-05-23|439.0|0|2.0|0|0.0|0
