|dates|Saline_Kansas_UnitedStates.JHU_ConfirmedCases.data|Saline_Kansas_UnitedStates.JHU_ConfirmedCases.missing|Saline_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|Saline_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|Saline_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|Saline_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|23.0|0|2.0|0|0.0|0
0|2020-05-15|23.0|0|2.0|0|0.0|0
0|2020-05-16|23.0|0|2.0|0|0.0|0
