|dates|Schenectady_NewYork_UnitedStates.JHU_ConfirmedCases.data|Schenectady_NewYork_UnitedStates.JHU_ConfirmedCases.missing|Schenectady_NewYork_UnitedStates.JHU_ConfirmedDeaths.data|Schenectady_NewYork_UnitedStates.JHU_ConfirmedDeaths.missing|Schenectady_NewYork_UnitedStates.JHU_ConfirmedRecoveries.data|Schenectady_NewYork_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|620.0|0|28.0|0|0.0|0
0|2020-05-18|629.0|0|28.0|0|0.0|0
0|2020-05-19|631.0|0|28.0|0|0.0|0
0|2020-05-20|633.0|0|28.0|0|0.0|0
0|2020-05-21|638.0|0|28.0|0|0.0|0
0|2020-05-22|645.0|0|28.0|0|0.0|0
0|2020-05-23|645.0|0|28.0|0|0.0|0
