|dates|Wood_Texas_UnitedStates.JHU_ConfirmedCases.data|Wood_Texas_UnitedStates.JHU_ConfirmedCases.missing|Wood_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Wood_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Wood_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Wood_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|23.0|0|1.0|0|0.0|0
0|2020-05-25|23.0|0|1.0|0|0.0|0
0|2020-05-26|23.0|0|1.0|0|0.0|0
