|dates|Pulaski_Georgia_UnitedStates.JHU_ConfirmedCases.data|Pulaski_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Pulaski_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Pulaski_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Pulaski_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Pulaski_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|39.0|0|2.0|0|0.0|0
0|2020-05-25|39.0|0|2.0|0|0.0|0
0|2020-05-26|39.0|0|2.0|0|0.0|0
