|dates|Rice_Minnesota_UnitedStates.JHU_ConfirmedCases.data|Rice_Minnesota_UnitedStates.JHU_ConfirmedCases.missing|Rice_Minnesota_UnitedStates.JHU_ConfirmedDeaths.data|Rice_Minnesota_UnitedStates.JHU_ConfirmedDeaths.missing|Rice_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.data|Rice_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|411.0|0|2.0|0|0.0|0
0|2020-05-28|411.0|0|2.0|0|0.0|0
0|2020-05-29|411.0|0|2.0|0|0.0|0
0|2020-05-30|411.0|0|2.0|0|0.0|0
