|dates|Douglas_Washington_UnitedStates.JHU_ConfirmedCases.data|Douglas_Washington_UnitedStates.JHU_ConfirmedCases.missing|Douglas_Washington_UnitedStates.JHU_ConfirmedDeaths.data|Douglas_Washington_UnitedStates.JHU_ConfirmedDeaths.missing|Douglas_Washington_UnitedStates.JHU_ConfirmedRecoveries.data|Douglas_Washington_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|126.0|0|3.0|0|0.0|0
0|2020-05-18|129.0|0|3.0|0|0.0|0
0|2020-05-19|130.0|0|3.0|0|0.0|0
0|2020-05-20|132.0|0|3.0|0|0.0|0
0|2020-05-21|137.0|0|3.0|0|0.0|0
0|2020-05-22|139.0|0|3.0|0|0.0|0
0|2020-05-23|139.0|0|3.0|0|0.0|0
