|dates|Lorain_Ohio_UnitedStates.JHU_ConfirmedCases.data|Lorain_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Lorain_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Lorain_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Lorain_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Lorain_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|659.0|0|59.0|0|0.0|0
0|2020-05-28|659.0|0|59.0|0|0.0|0
0|2020-05-29|659.0|0|59.0|0|0.0|0
0|2020-05-30|659.0|0|59.0|0|0.0|0
