|dates|Pickett_Tennessee_UnitedStates.JHU_ConfirmedCases.data|Pickett_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|Pickett_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|Pickett_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|Pickett_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|Pickett_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|1.0|0|0.0|0|0.0|0
0|2020-05-15|1.0|0|0.0|0|0.0|0
0|2020-05-16|1.0|0|0.0|0|0.0|0
