|dates|Wilcox_Georgia_UnitedStates.JHU_ConfirmedCases.data|Wilcox_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Wilcox_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Wilcox_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Wilcox_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Wilcox_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|95.0|0|12.0|0|0.0|0
0|2020-05-18|95.0|0|12.0|0|0.0|0
0|2020-05-19|97.0|0|12.0|0|0.0|0
0|2020-05-20|98.0|0|12.0|0|0.0|0
0|2020-05-21|98.0|0|13.0|0|0.0|0
0|2020-05-22|98.0|0|13.0|0|0.0|0
0|2020-05-23|98.0|0|13.0|0|0.0|0
