|dates|Adams_Washington_UnitedStates.JHU_ConfirmedCases.data|Adams_Washington_UnitedStates.JHU_ConfirmedCases.missing|Adams_Washington_UnitedStates.JHU_ConfirmedDeaths.data|Adams_Washington_UnitedStates.JHU_ConfirmedDeaths.missing|Adams_Washington_UnitedStates.JHU_ConfirmedRecoveries.data|Adams_Washington_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|53.0|0|0.0|0|0.0|0
0|2020-05-25|53.0|0|0.0|0|0.0|0
0|2020-05-26|53.0|0|0.0|0|0.0|0
