|dates|Graham_Arizona_UnitedStates.JHU_ConfirmedCases.data|Graham_Arizona_UnitedStates.JHU_ConfirmedCases.missing|Graham_Arizona_UnitedStates.JHU_ConfirmedDeaths.data|Graham_Arizona_UnitedStates.JHU_ConfirmedDeaths.missing|Graham_Arizona_UnitedStates.JHU_ConfirmedRecoveries.data|Graham_Arizona_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|21.0|0|0.0|0|0.0|0
0|2020-05-25|24.0|0|0.0|0|0.0|0
0|2020-05-26|24.0|0|0.0|0|0.0|0
