|dates|Butler_Ohio_UnitedStates.JHU_ConfirmedCases.data|Butler_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Butler_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Butler_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Butler_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Butler_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|591.0|0|16.0|0|0.0|0
0|2020-05-18|610.0|0|16.0|0|0.0|0
0|2020-05-19|639.0|0|17.0|0|0.0|0
0|2020-05-20|671.0|0|19.0|0|0.0|0
0|2020-05-21|699.0|0|23.0|0|0.0|0
0|2020-05-22|734.0|0|23.0|0|0.0|0
0|2020-05-23|734.0|0|23.0|0|0.0|0
