|dates|Oldham_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Oldham_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Oldham_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Oldham_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Oldham_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Oldham_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|55.0|0|0.0|0|0.0|0
0|2020-05-18|54.0|0|0.0|0|0.0|0
0|2020-05-19|57.0|0|0.0|0|0.0|0
0|2020-05-20|59.0|0|1.0|0|0.0|0
0|2020-05-21|60.0|0|3.0|0|0.0|0
0|2020-05-22|60.0|0|3.0|0|0.0|0
0|2020-05-23|60.0|0|3.0|0|0.0|0
