|dates|Rice_Minnesota_UnitedStates.JHU_ConfirmedCases.data|Rice_Minnesota_UnitedStates.JHU_ConfirmedCases.missing|Rice_Minnesota_UnitedStates.JHU_ConfirmedDeaths.data|Rice_Minnesota_UnitedStates.JHU_ConfirmedDeaths.missing|Rice_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.data|Rice_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|181.0|0|2.0|0|0.0|0
0|2020-05-15|197.0|0|2.0|0|0.0|0
0|2020-05-16|197.0|0|2.0|0|0.0|0
