|dates|Salem_NewJersey_UnitedStates.JHU_ConfirmedCases.data|Salem_NewJersey_UnitedStates.JHU_ConfirmedCases.missing|Salem_NewJersey_UnitedStates.JHU_ConfirmedDeaths.data|Salem_NewJersey_UnitedStates.JHU_ConfirmedDeaths.missing|Salem_NewJersey_UnitedStates.JHU_ConfirmedRecoveries.data|Salem_NewJersey_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|438.0|0|18.0|0|0.0|0
0|2020-05-15|446.0|0|18.0|0|0.0|0
0|2020-05-16|446.0|0|18.0|0|0.0|0
