|dates|Garfield_Washington_UnitedStates.JHU_ConfirmedCases.data|Garfield_Washington_UnitedStates.JHU_ConfirmedCases.missing|Garfield_Washington_UnitedStates.JHU_ConfirmedDeaths.data|Garfield_Washington_UnitedStates.JHU_ConfirmedDeaths.missing|Garfield_Washington_UnitedStates.JHU_ConfirmedRecoveries.data|Garfield_Washington_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|0.0|0|0.0|0|0.0|0
0|2020-05-28|0.0|0|0.0|0|0.0|0
0|2020-05-29|0.0|0|0.0|0|0.0|0
0|2020-05-30|0.0|0|0.0|0|0.0|0
