|dates|Rutherford_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Rutherford_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Rutherford_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Rutherford_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Rutherford_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Rutherford_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|174.0|0|7.0|0|0.0|0
0|2020-05-28|174.0|0|7.0|0|0.0|0
0|2020-05-29|174.0|0|7.0|0|0.0|0
0|2020-05-30|174.0|0|7.0|0|0.0|0
