|dates|SantaClara_California_UnitedStates.JHU_ConfirmedCases.data|SantaClara_California_UnitedStates.JHU_ConfirmedCases.missing|SantaClara_California_UnitedStates.JHU_ConfirmedDeaths.data|SantaClara_California_UnitedStates.JHU_ConfirmedDeaths.missing|SantaClara_California_UnitedStates.JHU_ConfirmedRecoveries.data|SantaClara_California_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|2688.0|0|140.0|0|0.0|0
0|2020-05-28|2688.0|0|140.0|0|0.0|0
0|2020-05-29|2688.0|0|140.0|0|0.0|0
0|2020-05-30|2688.0|0|140.0|0|0.0|0
