|dates|Robertson_Tennessee_UnitedStates.JHU_ConfirmedCases.data|Robertson_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|Robertson_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|Robertson_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|Robertson_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|Robertson_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|426.0|0|2.0|0|0.0|0
0|2020-05-28|426.0|0|2.0|0|0.0|0
0|2020-05-29|426.0|0|2.0|0|0.0|0
0|2020-05-30|426.0|0|2.0|0|0.0|0
