|dates|Blaine_Nebraska_UnitedStates.JHU_ConfirmedCases.data|Blaine_Nebraska_UnitedStates.JHU_ConfirmedCases.missing|Blaine_Nebraska_UnitedStates.JHU_ConfirmedDeaths.data|Blaine_Nebraska_UnitedStates.JHU_ConfirmedDeaths.missing|Blaine_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.data|Blaine_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|6373.0|0|78.0|0|0.0|0
0|2020-05-25|6373.0|0|78.0|0|0.0|0
0|2020-05-26|6373.0|0|78.0|0|0.0|0
