|dates|OutofVA_Virginia_UnitedStates.JHU_ConfirmedCases.data|OutofVA_Virginia_UnitedStates.JHU_ConfirmedCases.missing|OutofVA_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|OutofVA_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|OutofVA_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|OutofVA_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|0.0|0|0.0|0|0.0|0
0|2020-05-25|0.0|0|0.0|0|0.0|0
0|2020-05-26|0.0|0|0.0|0|0.0|0
