|dates|TwinFalls_Idaho_UnitedStates.JHU_ConfirmedCases.data|TwinFalls_Idaho_UnitedStates.JHU_ConfirmedCases.missing|TwinFalls_Idaho_UnitedStates.JHU_ConfirmedDeaths.data|TwinFalls_Idaho_UnitedStates.JHU_ConfirmedDeaths.missing|TwinFalls_Idaho_UnitedStates.JHU_ConfirmedRecoveries.data|TwinFalls_Idaho_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|298.0|0|13.0|0|0.0|0
0|2020-05-15|298.0|0|13.0|0|0.0|0
0|2020-05-16|298.0|0|13.0|0|0.0|0
