|dates|Cherokee_Texas_UnitedStates.JHU_ConfirmedCases.data|Cherokee_Texas_UnitedStates.JHU_ConfirmedCases.missing|Cherokee_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Cherokee_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Cherokee_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Cherokee_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|44.0|0|2.0|0|0.0|0
0|2020-05-28|44.0|0|2.0|0|0.0|0
0|2020-05-29|44.0|0|2.0|0|0.0|0
0|2020-05-30|44.0|0|2.0|0|0.0|0
