|dates|Wasco_Oregon_UnitedStates.JHU_ConfirmedCases.data|Wasco_Oregon_UnitedStates.JHU_ConfirmedCases.missing|Wasco_Oregon_UnitedStates.JHU_ConfirmedDeaths.data|Wasco_Oregon_UnitedStates.JHU_ConfirmedDeaths.missing|Wasco_Oregon_UnitedStates.JHU_ConfirmedRecoveries.data|Wasco_Oregon_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|20.0|0|1.0|0|0.0|0
0|2020-05-28|20.0|0|1.0|0|0.0|0
0|2020-05-29|20.0|0|1.0|0|0.0|0
0|2020-05-30|20.0|0|1.0|0|0.0|0
