|dates|Maverick_Texas_UnitedStates.JHU_ConfirmedCases.data|Maverick_Texas_UnitedStates.JHU_ConfirmedCases.missing|Maverick_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Maverick_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Maverick_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Maverick_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|74.0|0|0.0|0|0.0|0
0|2020-05-18|89.0|0|0.0|0|0.0|0
0|2020-05-19|94.0|0|1.0|0|0.0|0
0|2020-05-20|93.0|0|1.0|0|0.0|0
0|2020-05-21|94.0|0|1.0|0|0.0|0
0|2020-05-22|98.0|0|1.0|0|0.0|0
0|2020-05-23|98.0|0|1.0|0|0.0|0
