|dates|Ascension_Louisiana_UnitedStates.JHU_ConfirmedCases.data|Ascension_Louisiana_UnitedStates.JHU_ConfirmedCases.missing|Ascension_Louisiana_UnitedStates.JHU_ConfirmedDeaths.data|Ascension_Louisiana_UnitedStates.JHU_ConfirmedDeaths.missing|Ascension_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.data|Ascension_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|756.0|0|49.0|0|0.0|0
0|2020-05-18|760.0|0|50.0|0|0.0|0
0|2020-05-19|762.0|0|50.0|0|0.0|0
0|2020-05-20|768.0|0|52.0|0|0.0|0
0|2020-05-21|782.0|0|52.0|0|0.0|0
0|2020-05-22|785.0|0|52.0|0|0.0|0
0|2020-05-23|785.0|0|52.0|0|0.0|0
