|dates|Wise_Texas_UnitedStates.JHU_ConfirmedCases.data|Wise_Texas_UnitedStates.JHU_ConfirmedCases.missing|Wise_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Wise_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Wise_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Wise_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|42.0|0|3.0|0|0.0|0
0|2020-05-25|42.0|0|3.0|0|0.0|0
0|2020-05-26|42.0|0|3.0|0|0.0|0
