|dates|Caldwell_Louisiana_UnitedStates.JHU_ConfirmedCases.data|Caldwell_Louisiana_UnitedStates.JHU_ConfirmedCases.missing|Caldwell_Louisiana_UnitedStates.JHU_ConfirmedDeaths.data|Caldwell_Louisiana_UnitedStates.JHU_ConfirmedDeaths.missing|Caldwell_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.data|Caldwell_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|48.0|0|0.0|0|0.0|0
0|2020-05-15|48.0|0|0.0|0|0.0|0
0|2020-05-16|48.0|0|0.0|0|0.0|0
