|dates|Henrico_Virginia_UnitedStates.JHU_ConfirmedCases.data|Henrico_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Henrico_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Henrico_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Henrico_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Henrico_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|1174.0|0|112.0|0|0.0|0
0|2020-05-15|1198.0|0|113.0|0|0.0|0
0|2020-05-16|1198.0|0|113.0|0|0.0|0
