|dates|Lewis_Washington_UnitedStates.JHU_ConfirmedCases.data|Lewis_Washington_UnitedStates.JHU_ConfirmedCases.missing|Lewis_Washington_UnitedStates.JHU_ConfirmedDeaths.data|Lewis_Washington_UnitedStates.JHU_ConfirmedDeaths.missing|Lewis_Washington_UnitedStates.JHU_ConfirmedRecoveries.data|Lewis_Washington_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|34.0|0|3.0|0|0.0|0
0|2020-05-18|35.0|0|3.0|0|0.0|0
0|2020-05-19|35.0|0|3.0|0|0.0|0
0|2020-05-20|35.0|0|3.0|0|0.0|0
0|2020-05-21|35.0|0|3.0|0|0.0|0
0|2020-05-22|35.0|0|3.0|0|0.0|0
0|2020-05-23|35.0|0|3.0|0|0.0|0
